MutualFundId,MutualFundName,MutualFundCode,DowbloadEnabled,AMCId,inDate
5654,L&T Ultra Short Term Fund-Regular Plan - Weekly Dividend,112424,0,21,2020-07-14 00:00:00
5655,L&T Ultra Short Term Fund-Direct Plan - Growth,119849,0,21,2020-07-14 00:00:00
5656,L&T Ultra Short Term Fund- Regular Plan - Daily Dividend,112425,0,21,2020-07-14 00:00:00
5657,JM Ultra Short Duration Fund - Growth option,104271,0,22,2020-07-14 00:00:00
5658,JM Ultra Short Duration Fund - Weekly Dividend,106104,0,22,2020-07-14 00:00:00
5659,Kotak Savings Fund -Growth,102591,0,40,2020-07-14 00:00:00
5660,Kotak Savings Fund -Monthly Dividend,102592,0,40,2020-07-14 00:00:00
5661,Kotak Savings Fund -Weekly Dividend,102590,0,40,2020-07-14 00:00:00
5662,Kotak Savings Fund-Growth - Direct,119750,0,40,2020-07-14 00:00:00
5663,Kotak Savings Fund-Monthly Dividend - Direct,119751,0,40,2020-07-14 00:00:00
5664,Mahindra Manulife Ultra Short Term Fund - Regular Plan - Weekly Dividend Reinvestment,147730,0,2,2020-07-14 00:00:00
5665,Kotak Savings Fund-Weekly Dividend - Direct,119752,0,40,2020-07-14 00:00:00
5666,Kotak Treasury Advantage Fund -Daily Dividend - Direct,119749,0,40,2020-07-14 00:00:00
5667,L&T Ultra Short Term Fund - Direct Plan - Bonus,129925,0,21,2020-07-14 00:00:00
5668,L&T Ultra Short Term Fund - Regular Plan - Bonus,129926,0,21,2020-07-14 00:00:00
5669,L&T Ultra Short Term Fund - Regular Plan - Growth,112423,0,21,2020-07-14 00:00:00
5670,L&T Ultra Short Term Fund -Regular - Cumulative,112422,0,21,2020-07-14 00:00:00
5671,L&T Ultra Short Term Fund- Direct Plan - Daily Dividend,119848,0,21,2020-07-14 00:00:00
5672,L&T Ultra Short Term Fund- Direct Plan- Weekly Dividend,119850,0,21,2020-07-14 00:00:00
5673,Kotak Treasury Advantage Fund -Daily Dividend,110575,0,40,2020-07-14 00:00:00
5674,JM Ultra Short Duration Fund - Fortnightly Dividend,106101,0,22,2020-07-14 00:00:00
5675,Motilal Oswal Ultra Short Term Fund (MOFUSTF) -Direct Plan- Growth,124234,0,4,2020-07-14 00:00:00
5676,Motilal Oswal Ultra Short Term Fund (MOFUSTF)-Direct Plan-Fortnightly Dividend Option,124311,0,4,2020-07-14 00:00:00
5677,Nippon India Ultra Short Duration Fund- Direct Plan- Daily Dividend Reinvest,143500,0,5,2020-07-14 00:00:00
5678,Nippon India Ultra Short Duration Fund- Direct Plan- Growth Option,143494,0,5,2020-07-14 00:00:00
5679,Nippon India Ultra Short Duration Fund- Direct Plan- Monthly Dividend Plan,143497,0,5,2020-07-14 00:00:00
5680,Nippon India Ultra Short Duration Fund- Direct Plan- Quarterly Dividend Plan,143502,0,5,2020-07-14 00:00:00
5681,Nippon India Ultra Short Duration Fund- Direct Plan- Weekly Dividend Reinvest,143501,0,5,2020-07-14 00:00:00
5682,Nippon India Ultra Short Duration Fund- Growth Option,143493,0,5,2020-07-14 00:00:00
5683,Nippon India Ultra Short Duration Fund- Monthly Dividend Plan,143499,0,5,2020-07-14 00:00:00
5684,Nippon India Ultra Short Duration Fund- Quarterly Dividend Plan,143496,0,5,2020-07-14 00:00:00
5685,Nippon India Ultra Short Duration Fund- Weekly Dividend Reinvest,143495,0,5,2020-07-14 00:00:00
5686,PGIM India Ultra Short Term Fund - Daily Dividend,138342,0,6,2020-07-14 00:00:00
5687,PGIM India Ultra Short Term Fund - Direct Plan - Daily Dividend,138361,0,6,2020-07-14 00:00:00
5688,PGIM India Ultra Short Term Fund - Direct Plan - Growth,138358,0,6,2020-07-14 00:00:00
5689,PGIM India Ultra Short Term Fund - Direct Plan - Monthly Dividend,138359,0,6,2020-07-14 00:00:00
5690,PGIM India Ultra Short Term Fund - Direct Plan - Weekly Dividend,138362,0,6,2020-07-14 00:00:00
5691,PGIM India Ultra Short Term Fund - Growth,138343,0,6,2020-07-14 00:00:00
5692,Nippon India Ultra Short Duration Fund- Daily Dividend Reinvest,143498,0,5,2020-07-14 00:00:00
5693,Nippon India Ultra Short Duration Fund - Segregated Portfolio 1 - Weekly Dividend Reinvest,147680,0,5,2020-07-14 00:00:00
5694,Nippon India Ultra Short Duration Fund - Segregated Portfolio 1 - Quarterly Dividend Plan,147679,0,5,2020-07-14 00:00:00
5695,Nippon India Ultra Short Duration Fund - Segregated Portfolio 1 - Monthly Dividend Plan,147678,0,5,2020-07-14 00:00:00
5696,Motilal Oswal Ultra Short Term Fund (MOFUSTF)-Direct Plan-Monthly Dividend Option,124308,0,4,2020-07-14 00:00:00
5697,Motilal Oswal Ultra Short Term Fund (MOFUSTF)-Direct Plan-Quarterly Dividend Option,124312,0,4,2020-07-14 00:00:00
5698,Motilal Oswal Ultra Short Term Fund (MOFUSTF)-Direct Plan-Weekly Dividend Option,124306,0,4,2020-07-14 00:00:00
5699,Motilal Oswal Ultra Short Term Fund (MOFUSTF)-Regular Plan- Growth,124233,0,4,2020-07-14 00:00:00
5700,Motilal Oswal Ultra Short Term Fund (MOFUSTF)-Regular Plan-Daily Dividend Option,124303,0,4,2020-07-14 00:00:00
5701,Motilal Oswal Ultra Short Term Fund (MOFUSTF)-Regular Plan-Fortnightly Dividend Option,124313,0,4,2020-07-14 00:00:00
5702,Motilal Oswal Ultra Short Term Fund (MOFUSTF)-Regular Plan-Monthly Dividend Plan,124315,0,4,2020-07-14 00:00:00
5703,Motilal Oswal Ultra Short Term Fund (MOFUSTF)-Direct Plan-Daily Dividend Option,124316,0,4,2020-07-14 00:00:00
5704,Motilal Oswal Ultra Short Term Fund (MOFUSTF)-Regular Plan-Quarterly Dividend Plan,124305,0,4,2020-07-14 00:00:00
5705,Nippon India Ultra Short Duration Fund - Segregated Portfolio 1 - Daily Dividend Reinvest,147673,0,5,2020-07-14 00:00:00
5706,Nippon India Ultra Short Duration Fund - Segregated Portfolio 1 - Direct Plan - Daily Dividend Reinvest,147681,0,5,2020-07-14 00:00:00
5707,Nippon India Ultra Short Duration Fund - Segregated Portfolio 1 - Direct Plan - Growth Option,147675,0,5,2020-07-14 00:00:00
5708,Nippon India Ultra Short Duration Fund - Segregated Portfolio 1 - Direct Plan - Monthly Dividend Plan,147676,0,5,2020-07-14 00:00:00
5709,Nippon India Ultra Short Duration Fund - Segregated Portfolio 1 - Direct Plan - Quarterly Dividend Plan,147677,0,5,2020-07-14 00:00:00
5710,Nippon India Ultra Short Duration Fund - Segregated Portfolio 1 - Direct Plan - Weekly Dividend Reinvest,147682,0,5,2020-07-14 00:00:00
5711,Nippon India Ultra Short Duration Fund - Segregated Portfolio 1 - Growth Option,147674,0,5,2020-07-14 00:00:00
5712,Motilal Oswal Ultra Short Term Fund (MOFUSTF)-Regular Plan-Weekly Dividend Option,124310,0,4,2020-07-14 00:00:00
5713,PGIM India Ultra Short Term Fund - Monthly Dividend,138344,0,6,2020-07-14 00:00:00
5714,JM Ultra Short Duration Fund - Daily Dividend,104272,0,22,2020-07-14 00:00:00
5715,JM Ultra Short Duration Fund - (Direct) -Weekly Dividend Option,120455,0,22,2020-07-14 00:00:00
5716,ICICI Prudential Ultra Short Term Fund - Direct Plan - Weekly Dividend,145400,0,35,2020-07-14 00:00:00
5717,ICICI Prudential Ultra Short Term Fund - Direct Plan Bonus,130942,0,35,2020-07-14 00:00:00
5718,ICICI Prudential Ultra Short Term Fund - Fortnightly Dividend,145403,0,35,2020-07-14 00:00:00
5719,ICICI Prudential Ultra Short Term Fund - Growth,115092,0,35,2020-07-14 00:00:00
5720,ICICI Prudential Ultra Short Term Fund - Half Yearly Dividend,115093,0,35,2020-07-14 00:00:00
5721,ICICI Prudential Ultra Short Term Fund - Monthly Dividend,115094,0,35,2020-07-14 00:00:00
5722,ICICI Prudential Ultra Short Term Fund - Quarterly Dividend,115091,0,35,2020-07-14 00:00:00
5723,ICICI Prudential Ultra Short Term Fund - Weekly Dividend,145402,0,35,2020-07-14 00:00:00
5724,IDBI UST Bonus Direct,126166,0,36,2020-07-14 00:00:00
5725,IDBI UST Bonus Regular,126165,0,36,2020-07-14 00:00:00
5726,IDBI UST Daily Dividend,113252,0,36,2020-07-14 00:00:00
5727,IDBI UST Daily Dividend Direct,118459,0,36,2020-07-14 00:00:00
5728,IDBI UST Growth,113251,0,36,2020-07-14 00:00:00
5729,IDBI UST Growth Direct,118350,0,36,2020-07-14 00:00:00
5730,IDBI UST Monthly Dividend,113254,0,36,2020-07-14 00:00:00
5731,ICICI Prudential Ultra Short Term Fund - Direct Plan - Fortnightly Dividend,145401,0,35,2020-07-14 00:00:00
5732,ICICI Prudential Ultra Short Term Fund - Direct Plan - Daily Dividend,145404,0,35,2020-07-14 00:00:00
5733,ICICI Prudential Ultra Short Term Fund - Direct Plan -  Quarterly Dividend,120675,0,35,2020-07-14 00:00:00
5734,ICICI Prudential Ultra Short Term Fund - Direct Plan -  Monthly Dividend,120677,0,35,2020-07-14 00:00:00
5735,Franklin India Ultra Short Bond Fund - Super Institutional - Growth,107249,0,32,2020-07-14 00:00:00
5736,Franklin India Ultra Short Bond Fund - Super Institutional - Weekly Dividend,109576,0,32,2020-07-14 00:00:00
5737,Franklin India Ultra Short Bond Fund - Super Institutional Plan - Direct - Daily Dividend,118561,0,32,2020-07-14 00:00:00
5738,Franklin India Ultra Short Bond Fund - Super Institutional Plan - Direct - Growth,118560,0,32,2020-07-14 00:00:00
5739,Franklin India Ultra Short Bond Fund - Super Institutional Plan - Direct - Weekly Dividend,118562,0,32,2020-07-14 00:00:00
5740,HDFC Ultra Short Term Fund-Daily Dividend Option,145041,0,33,2020-07-14 00:00:00
5741,HDFC Ultra Short Term Fund-Direct Plan-Daily Dividend Option,145039,0,33,2020-07-14 00:00:00
5742,IDBI UST Monthly Dividend Direct,118460,0,36,2020-07-14 00:00:00
5743,HDFC Ultra Short Term Fund-Direct Plan-Growth Option,145034,0,33,2020-07-14 00:00:00
5744,HDFC Ultra Short Term Fund-Direct Plan-Weekly Dividend Option,145035,0,33,2020-07-14 00:00:00
5745,HDFC Ultra Short Term Fund-Growth Option,145040,0,33,2020-07-14 00:00:00
5746,HDFC Ultra Short Term Fund-Monthly Dividend Option,145037,0,33,2020-07-14 00:00:00
5747,HDFC Ultra Short Term Fund-Weekly Dividend Option,145038,0,33,2020-07-14 00:00:00
5748,ICICI Prudential Ultra Short Term Fund - Daily Dividend,145399,0,35,2020-07-14 00:00:00
5749,ICICI Prudential Ultra Short Term Fund - Direct Plan -  Growth,120676,0,35,2020-07-14 00:00:00
5750,ICICI Prudential Ultra Short Term Fund - Direct Plan -  Half Yearly Dividend,120678,0,35,2020-07-14 00:00:00
5751,HDFC Ultra Short Term Fund-Direct Plan-Monthly Dividend Option,145036,0,33,2020-07-14 00:00:00
5752,JM Ultra Short Duration Fund - Bonus Option - Principal Units,122317,0,22,2020-07-14 00:00:00
5753,IDBI UST Weekly Dividend,113253,0,36,2020-07-14 00:00:00
5754,IDFC ULTRA SHORT TERM FUND - DIRECT PLAN - DAILY DIVIDEND,144174,0,37,2020-07-14 00:00:00
5755,Indiabulls Ultra Short Term Fund - Weekly Dividend Option,116425,0,16,2020-07-14 00:00:00
5756,Invesco India Ultra Short Term Fund - Annual Dividend,114361,0,38,2020-07-14 00:00:00
5757,Invesco India Ultra Short Term Fund - Daily Dividend Reinvestment,136111,0,38,2020-07-14 00:00:00
5758,Invesco India Ultra Short Term Fund - Direct Plan - Annual Dividend,120543,0,38,2020-07-14 00:00:00
5759,Invesco India Ultra Short Term Fund - Direct Plan - Daily Dividend Reinvestment,136112,0,38,2020-07-14 00:00:00
5760,Invesco India Ultra Short Term Fund - Direct Plan - Growth,120541,0,38,2020-07-14 00:00:00
5761,Invesco India Ultra Short Term Fund - Direct Plan - Monthly Dividend,120542,0,38,2020-07-14 00:00:00
5762,Invesco India Ultra Short Term Fund - Direct Plan - Quarterly Dividend,120544,0,38,2020-07-14 00:00:00
5763,Invesco India Ultra Short Term Fund - Growth,114359,0,38,2020-07-14 00:00:00
5764,Invesco India Ultra Short Term Fund - Monthly Dividend,114362,0,38,2020-07-14 00:00:00
5765,Invesco India Ultra Short Term Fund - Quarterly Dividend,114360,0,38,2020-07-14 00:00:00
5766,JM Ultra Short Duration Fund (Direct) - Bonus Option - Principal Units,122316,0,22,2020-07-14 00:00:00
5767,JM Ultra Short Duration Fund (Direct) - Fortnightly Dividend Option,120457,0,22,2020-07-14 00:00:00
5768,JM Ultra Short Duration Fund - (Direct) - Growth Option,120458,0,22,2020-07-14 00:00:00
5769,JM Ultra Short Duration Fund - (Direct) -Daily Dividend Option,120454,0,22,2020-07-14 00:00:00
5770,Indiabulls Ultra Short Term Fund - Monthly Dividend Option,116427,0,16,2020-07-14 00:00:00
5771,Indiabulls Ultra Short Term Fund - Growth Option,116424,0,16,2020-07-14 00:00:00
5772,Indiabulls Ultra Short Term Fund - Fortnightly Dividend Option,116426,0,16,2020-07-14 00:00:00
5773,Indiabulls Ultra Short Term Fund - Direct Plan - Weekly Dividend Option,119145,0,16,2020-07-14 00:00:00
5774,IDFC ULTRA SHORT TERM FUND - DIRECT PLAN - GROWTH,144173,0,37,2020-07-14 00:00:00
5775,IDFC ULTRA SHORT TERM FUND - DIRECT PLAN - MONTHLY DIVIDEND,144195,0,37,2020-07-14 00:00:00
5776,IDFC ULTRA SHORT TERM FUND - DIRECT PLAN - PERIODIC DIVIDEND,144196,0,37,2020-07-14 00:00:00
5777,IDFC ULTRA SHORT TERM FUND - DIRECT PLAN - QUARTERLY DIVIDEND,144192,0,37,2020-07-14 00:00:00
5778,IDFC ULTRA SHORT TERM FUND - DIRECT PLAN - WEEKLY DIVIDEND,144191,0,37,2020-07-14 00:00:00
5779,IDFC ULTRA SHORT TERM FUND - REGULAR PLAN - DAILY DIVIDEND,144172,0,37,2020-07-14 00:00:00
5780,IDFC ULTRA SHORT TERM FUND - REGULAR PLAN - GROWTH,144171,0,37,2020-07-14 00:00:00
5781,IDBI UST Weekly Dividend Direct,118461,0,36,2020-07-14 00:00:00
5782,IDFC ULTRA SHORT TERM FUND - REGULAR PLAN - MONTHLY DIVIDEND,144194,0,37,2020-07-14 00:00:00
5783,IDFC ULTRA SHORT TERM FUND - REGULAR PLAN - QUARTERLY DIVIDEND,144190,0,37,2020-07-14 00:00:00
5784,IDFC ULTRA SHORT TERM FUND - REGULAR PLAN - WEEKLY DIVIDEND,144189,0,37,2020-07-14 00:00:00
5785,Indiabulls Ultra Short Term Fund - Daily Dividend Option,116610,0,16,2020-07-14 00:00:00
5786,Indiabulls Ultra Short Term Fund - Direct Plan - Daily Dividend Option,119144,0,16,2020-07-14 00:00:00
5787,Indiabulls Ultra Short Term Fund - Direct Plan - Fortnightly Dividend Option,119146,0,16,2020-07-14 00:00:00
5788,Indiabulls Ultra Short Term Fund - Direct Plan - Growth Option,119143,0,16,2020-07-14 00:00:00
5789,Indiabulls Ultra Short Term Fund - Direct Plan - Monthly Dividend Option,119147,0,16,2020-07-14 00:00:00
5790,IDFC ULTRA SHORT TERM FUND - REGULAR PLAN - PERIODIC DIVIDEND,144193,0,37,2020-07-14 00:00:00
5791,PGIM India Ultra Short Term Fund - Regular Plan - Growth,138337,0,6,2020-07-14 00:00:00
5792,PGIM India Ultra Short Term Fund - Regular Plan - Weekly Dividend,138339,0,6,2020-07-14 00:00:00
5793,PGIM India Ultra Short Term Fund - Weekly Dividend,138341,0,6,2020-07-14 00:00:00
5794,Baroda Treasury Advantage Fund- Regular Plan - Monthly Dividend Option,112027,0,26,2020-07-14 00:00:00
5795,Baroda Treasury Advantage Fund- Regular Plan - Weekly Dividend Option,112026,0,26,2020-07-14 00:00:00
5796,BNP PARIBAS LOW DURATION FUND  DAILY DIVIDEND OPTION,117944,0,27,2020-07-14 00:00:00
5797,BNP PARIBAS LOW DURATION FUND  GROWTH OPTION,117945,0,27,2020-07-14 00:00:00
5798,BNP PARIBAS LOW DURATION FUND  MONTHLY DIVIDEND OPTION,117947,0,27,2020-07-14 00:00:00
5799,BNP PARIBAS LOW DURATION FUND  WEEKLY DIVIDEND OPTION,117946,0,27,2020-07-14 00:00:00
5800,BNP Paribas LOW DURATION Fund - Direct Plan - Daily Dividend Option,120007,0,27,2020-07-14 00:00:00
5801,BNP Paribas LOW DURATION Fund - Direct Plan - Growth Option,120008,0,27,2020-07-14 00:00:00
5802,BNP Paribas LOW DURATION Fund - Direct Plan - Monthly Dividend Option,120009,0,27,2020-07-14 00:00:00
5803,BNP Paribas LOW DURATION Fund - Direct Plan - Weekly Dividend Option,120010,0,27,2020-07-14 00:00:00
5804,BNP PARIBAS LOW DURATION Fund-Regular Plan- Daily Dividend Option (Compulsory Reinvestment),113483,0,27,2020-07-14 00:00:00
5805,BNP PARIBAS LOW DURATION Fund-Regular Plan-Growth Option,113476,0,27,2020-07-14 00:00:00
5806,BNP PARIBAS LOW DURATION Fund-Regular Plan-Monthly Dividend Option,113478,0,27,2020-07-14 00:00:00
5807,BNP PARIBAS LOW DURATION Fund-Regular Plan-Weekly Dividend Option,113477,0,27,2020-07-14 00:00:00
5808,Canara Robeco Savings Fund - Regular Plan - DAILY DIVIDEND REINVESTMENT,104559,0,28,2020-07-14 00:00:00
5809,Baroda Treasury Advantage Fund- Regular Plan - Growth Option,112031,0,26,2020-07-14 00:00:00
5810,Baroda Treasury Advantage Fund- Regular Plan - Daily Dividend Option,112025,0,26,2020-07-14 00:00:00
5811,Baroda Treasury Advantage Fund- Plan A- Weekly Dividend Option,112033,0,26,2020-07-14 00:00:00
5812,Baroda Treasury Advantage Fund- Plan A- Quarterly Dividend Option,112034,0,26,2020-07-14 00:00:00
5813,Axis Treasury Advantage Fund - Institutional Plan - Weekly Dividend Option,112216,0,25,2020-07-14 00:00:00
5814,Axis Treasury Advantage Fund - Regular Plan - Daily Dividend Option,112215,0,25,2020-07-14 00:00:00
5815,Axis Treasury Advantage Fund - Regular Plan - Growth Option,112214,0,25,2020-07-14 00:00:00
5816,Axis Treasury Advantage Fund - Regular Plan - Monthly Dividend Option,112217,0,25,2020-07-14 00:00:00
5817,Axis Treasury Advantage Fund - Retail Plan - Daily Dividend Option,112720,0,25,2020-07-14 00:00:00
5818,Axis Treasury Advantage Fund - Retail Plan - Growth Option,112717,0,25,2020-07-14 00:00:00
5819,Axis Treasury Advantage Fund - Retail Plan - Monthly Dividend Option,112718,0,25,2020-07-14 00:00:00
5820,Canara Robeco Savings Fund - Regular Plan - MONTHLY DIVIDEND,113144,0,28,2020-07-14 00:00:00
5821,Axis Treasury Advantage Fund - Retail Plan - Weekly Dividend Option,112719,0,25,2020-07-14 00:00:00
5822,Baroda Treasury Advantage Fund - Plan B (Direct) - Growth Option,119410,0,26,2020-07-14 00:00:00
5823,Baroda Treasury Advantage Fund - Plan B (Direct) - Monthly Dividend Option,119411,0,26,2020-07-14 00:00:00
5824,Baroda Treasury Advantage Fund - Plan B (Direct) - Quarterly Dividend Option,119439,0,26,2020-07-14 00:00:00
5825,Baroda Treasury Advantage Fund - Plan B (Direct) - Weekly Dividend Option,119409,0,26,2020-07-14 00:00:00
5826,Baroda Treasury Advantage Fund- Plan A- Daily Dividend Option,112032,0,26,2020-07-14 00:00:00
5827,Baroda Treasury Advantage Fund- Plan A- Growth Option,112029,0,26,2020-07-14 00:00:00
5828,Baroda Treasury Advantage Fund- Plan A- Monthly Dividend Option,112035,0,26,2020-07-14 00:00:00
5829,Baroda Treasury Advantage Fund - Plan B (Direct) - Daily Dividend Option,119309,0,26,2020-07-14 00:00:00
5830,Axis Treasury Advantage Fund - Direct Plan - Weekly Dividend Option,120514,0,25,2020-07-14 00:00:00
5831,Canara Robeco Savings Fund- Direct Plan - Daily Dividend Reinvestment,118293,0,28,2020-07-14 00:00:00
5832,Canara Robeco Savings Fund- Regular Plan - DIVIDEND,102914,0,28,2020-07-14 00:00:00
5833,Edelweiss Low Duration Fund - Direct Plan - Monthly Dividend Option,140218,0,30,2020-07-14 00:00:00
5834,Edelweiss Low Duration Fund - Direct Plan - Weekly Dividend Option,140219,0,30,2020-07-14 00:00:00
5835,Edelweiss Low Duration Fund - Regular Plan - Daily Dividend Option,140208,0,30,2020-07-14 00:00:00
5836,Edelweiss Low Duration Fund - Regular Plan - Dividend Option,140214,0,30,2020-07-14 00:00:00
5837,Edelweiss Low Duration Fund - Regular Plan - Fortnightly Dividend Option,140205,0,30,2020-07-14 00:00:00
5838,Edelweiss Low Duration Fund - Regular Plan - Growth Option,140207,0,30,2020-07-14 00:00:00
5839,Edelweiss Low Duration Fund - Regular Plan - Monthly Dividend Option,140206,0,30,2020-07-14 00:00:00
5840,Edelweiss Low Duration Fund - Regular Plan - Weekly Dividend Option,140209,0,30,2020-07-14 00:00:00
5841,Edelweiss Low Duration Fund - Retail Plan - Daily Dividend Option,140200,0,30,2020-07-14 00:00:00
5842,Edelweiss Low Duration Fund - Retail Plan - Growth Option,140201,0,30,2020-07-14 00:00:00
5843,Edelweiss Low Duration Fund - Retail Plan - Monthly Dividend Option,140204,0,30,2020-07-14 00:00:00
5844,Edelweiss Low Duration Fund - Retail Plan - Weekly Dividend Option,140202,0,30,2020-07-14 00:00:00
5845,Franklin India Low Duration Fund - Direct - Growth,118530,0,32,2020-07-14 00:00:00
5846,Franklin India Low Duration Fund - Direct - Monthly Dividend,118528,0,32,2020-07-14 00:00:00
5847,Franklin India Low Duration Fund - Direct - Quarterly Dividend,118529,0,32,2020-07-14 00:00:00
5848,Edelweiss Low Duration Fund - Direct Plan - Growth Option,140220,0,30,2020-07-14 00:00:00
5849,Edelweiss Low Duration Fund - Direct Plan - Fortnightly Dividend Option,140223,0,30,2020-07-14 00:00:00
5850,Edelweiss Low Duration Fund - Direct Plan - Dividend Option,140216,0,30,2020-07-14 00:00:00
5851,Edelweiss Low Duration Fund - Direct Plan - Daily Dividend Option,140222,0,30,2020-07-14 00:00:00
5852,Canara Robeco Savings Fund- Regular Plan - GROWTH,102913,0,28,2020-07-14 00:00:00
5853,Canara Robeco Savings Fund- Regular Plan - Weekly Dividend,102915,0,28,2020-07-14 00:00:00
5854,Canara Robeco Savings Fund-Direct Plan - Dividend Option,118292,0,28,2020-07-14 00:00:00
5855,Canara Robeco Savings Fund-Direct Plan - Growth Option,118291,0,28,2020-07-14 00:00:00
5856,Canara Robeco Savings Fund-Direct Plan - Monthly Dividend Option,118295,0,28,2020-07-14 00:00:00
5857,DSP Low Duration Fund - Direct Plan - Daily Dividend,133922,0,29,2020-07-14 00:00:00
5858,DSP Low Duration Fund - Direct Plan - Growth,133925,0,29,2020-07-14 00:00:00
5859,Canara Robeco Savings Fund- Direct Plan - Weekly Dividend Option,118294,0,28,2020-07-14 00:00:00
5860,DSP Low Duration Fund - Direct Plan - Monthly Dividend,133928,0,29,2020-07-14 00:00:00
5861,DSP Low Duration Fund - Direct Plan - Weekly Dividend,133923,0,29,2020-07-14 00:00:00
5862,DSP Low Duration Fund - Regular Plan - Daily Dividend,133919,0,29,2020-07-14 00:00:00
5863,DSP Low Duration Fund - Regular Plan - Growth,133926,0,29,2020-07-14 00:00:00
5864,DSP Low Duration Fund - Regular Plan - Monthly Dividend,133920,0,29,2020-07-14 00:00:00
5865,DSP Low Duration Fund - Regular Plan - Quarterly Dividend,133921,0,29,2020-07-14 00:00:00
5866,DSP Low Duration Fund - Regular Plan - Weekly Dividend,133927,0,29,2020-07-14 00:00:00
5867,Edelweiss Low Duration Fund - Direct Plan - Annual Dividend Option,140217,0,30,2020-07-14 00:00:00
5868,DSP Low Duration Fund - Direct Plan - Quarterly Dividend,133924,0,29,2020-07-14 00:00:00
5869,Axis Treasury Advantage Fund - Direct Plan - Monthly Dividend Option,120516,0,25,2020-07-14 00:00:00
5870,Axis Treasury Advantage Fund - Direct Plan - Growth Option,120513,0,25,2020-07-14 00:00:00
5871,Axis Treasury Advantage Fund - Direct Plan - Daily Dividend Option,120515,0,25,2020-07-14 00:00:00
5872,Sundaram Ultra Short Term Fund Regular Plan Monthly Dividend Reinvestment,147436,0,12,2020-07-14 00:00:00
5873,Sundaram Ultra Short Term Fund Regular Plan Quarterly Dividend Reinvestment,147429,0,12,2020-07-14 00:00:00
5874,Sundaram Ultra Short Term Plan Regular Plan Monthly Dividend Payout,147426,0,12,2020-07-14 00:00:00
5875,Sundaram Ultra Short Term Regular Plan Daily Dividend Reinvestment,147435,0,12,2020-07-14 00:00:00
5876,Sundaram Ultra Short Term Regular Plan Fortnightly Dividend Reinvestment,147428,0,12,2020-07-14 00:00:00
5877,Sundaram Ultra Short Term Regular Plan Quarterly Dividend Payout,147432,0,12,2020-07-14 00:00:00
5878,Sundaram Ultra Short Term Regular Plan Weekly Dividend Reinvestment,147427,0,12,2020-07-14 00:00:00
5879,Tata Ultra Short Term Fund-Direct Plan-Growth,146075,0,13,2020-07-14 00:00:00
5880,Tata Ultra Short Term Fund-Direct Plan-Monthly Dividend Payout,146069,0,13,2020-07-14 00:00:00
5881,Tata Ultra Short Term Fund-Direct Plan-Monthly Dividend Reinvestment,146076,0,13,2020-07-14 00:00:00
5882,Tata Ultra Short Term Fund-Direct Plan-Weekly Dividend Payout,146067,0,13,2020-07-14 00:00:00
5883,Tata Ultra Short Term Fund-Direct Plan-Weekly Dividend Reinvestment,146068,0,13,2020-07-14 00:00:00
5884,Tata Ultra Short Term Fund-Regular Plan-Growth,146070,0,13,2020-07-14 00:00:00
5885,Tata Ultra Short Term Fund-Regular Plan-Monthly Dividend Payout,146072,0,13,2020-07-14 00:00:00
5886,Tata Ultra Short Term Fund-Regular Plan-Monthly Dividend Reinvestment,146073,0,13,2020-07-14 00:00:00
5887,Sundaram Ultra Short Term Fund Regular Plan Growth,147425,0,12,2020-07-14 00:00:00
5888,Sundaram Ultra Short Term Fund Direct Plan Weekly Dividend Reinvestment,147437,0,12,2020-07-14 00:00:00
5889,Sundaram Ultra Short Term Fund Direct Plan Quarterly Dividend Reinvestment,147439,0,12,2020-07-14 00:00:00
5890,Sundaram Ultra Short Term Fund Direct Plan Quarterly Dividend Payout,147434,0,12,2020-07-14 00:00:00
5891,Principal Ultra Short Term Fund- Direct Plan - Dividend Option - Monthly,119475,0,8,2020-07-14 00:00:00
5892,Principal Ultra Short Term Fund- Direct Plan -Growth Option,119474,0,8,2020-07-14 00:00:00
5893,Principal Ultra Short Term Fund-Daily Dividend Option,107329,0,8,2020-07-14 00:00:00
5894,Principal Ultra Short Term Fund-Growth Option,107328,0,8,2020-07-14 00:00:00
5895,Principal Ultra Short Term Fund-Monthly Dividend Option,107330,0,8,2020-07-14 00:00:00
5896,Principal Ultra Short Term Fund-Weekly Dividend Option,107332,0,8,2020-07-14 00:00:00
5897,SBI MAGNUM ULTRA SHORT DURATION FUND -  DIRECT PLAN - DAILY  DIVIDEND,119784,0,10,2020-07-14 00:00:00
5898,Tata Ultra Short Term Fund-Regular Plan-Weekly Dividend Payout,146071,0,13,2020-07-14 00:00:00
5899,SBI MAGNUM ULTRA SHORT DURATION FUND -  DIRECT PLAN - WEEKLY DIVIDEND,119829,0,10,2020-07-14 00:00:00
5900,SBI MAGNUM ULTRA SHORT DURATION FUND - REGULAR PLAN - DAILY  DIVIDEND,105080,0,10,2020-07-14 00:00:00
5901,SBI MAGNUM ULTRA SHORT DURATION FUND - REGULAR PLAN - GROWTH,100641,0,10,2020-07-14 00:00:00
5902,SBI MAGNUM ULTRA SHORT DURATION FUND - REGULAR PLAN - WEEKLY DIVIDEND,103884,0,10,2020-07-14 00:00:00
5903,Sundaram Ultra Short Term Fund Direct Plan Daily Dividend Reinvestment,147431,0,12,2020-07-14 00:00:00
5904,Sundaram Ultra Short Term Fund Direct Plan Growth,147440,0,12,2020-07-14 00:00:00
